,0,1,2,3,4,5,6,7,8,9,10,11,12
491,Citadels,(2000),7.1,2–8 Players,20–60 Min,Age: 10+,2.05,"Family,  Strategy
View poll and results",Action Drafting,Closed Drafting,Income,Lose a Turn,Set Collection
492,Sheriff of Nottingham,(2014),7.1,3–5 Players,60 Min,Age: 14+,1.66,"Family,  Party
View poll and results",Betting and Bluffing,Bribery,Hand Management,Negotiation,Open Drafting
493,Deus,(2014),7.3,2–4 Players,60–90 Min,Age: 14+,2.83,"Strategy
View poll and results",Area Majority / Influence,End Game Bonuses,Grid Movement,Hand Management,Hexagon Grid
494,Foundations of Rome,(2022),8.0,2–4 Players,60–90 Min,Age: 13+,1.98,"Strategy
View poll and results",Auction: Dutch,Income,Market,Ownership,Square Grid
495,Zombie Kidz Evolution,(2018),7.7,2–4 Players,5–15 Min,Age: 7+,1.40,"Children's,  Family
View poll and results",Area Movement,Cooperative Game,Dice Rolling,Legacy Game,Variable Player Powers
496,Forbidden Desert,(2013),7.1,2–5 Players,45 Min,Age: 10+,2.04,"Family
View poll and results",Action Points,Bias,Cooperative Game,Grid Movement,Hand Management
497,Lords of Vegas,(2010),7.3,2–4 Players,60–90 Min,Age: 12+,2.34,"Strategy
View poll and results",Area Majority / Influence,Catch the Leader,Dice Rolling,Random Production,Tile Placement
498,Blood Bowl (Third Edition),(1994),7.6,2 Players,180 Min,Age: 12+,2.98,"Strategy,  Thematic
View poll and results",Dice Rolling,Grid Movement,Variable Player Powers,,
499,Fantastic Factories,(2019),7.5,1–5 Players,45–60 Min,Age: 14+,2.21,"Family,  Strategy
View poll and results",Dice Rolling,Hand Management,Multi-Use Cards,Open Drafting,Push Your Luck
500,Shadows over Camelot,(2005),7.1,3–7 Players,60–90 Min,Age: 10+,2.57,"Thematic
View poll and results",Communication Limits,Cooperative Game,Dice Rolling,Hand Management,Player Elimination
501,Descent: Journeys in the Dark,(2005),7.3,2–5 Players,120–240 Min,Age: 13+,3.34,"Thematic
View poll and results",Dice Rolling,Grid Movement,Modular Board,Role Playing,Team-Based Game
502,Shadows of Brimstone: City of the Ancients,(2014),8.0,1–4 Players,120 Min,Age: 12+,3.35,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing
503,Mansions of Madness,(2011),7.3,2–5 Players,120–180 Min,Age: 13+,3.25,"Thematic
View poll and results",Area Movement,Dice Rolling,Hand Management,Modular Board,Pick-up and Deliver
504,Oceans,(2020),7.5,2–4 Players,60–90 Min,Age: 12+,2.88,"Strategy
View poll and results",Hand Management,Hidden Victory Points,Open Drafting,Take That,Victory Points as a Resource
505,Hanabi,(2010),7.0,2–5 Players,25 Min,Age: 8+,1.69,"Family
View poll and results",Communication Limits,Cooperative Game,Hand Management,Memory,Set Collection
506,Blood Bowl: Living Rulebook,(2004),7.8,2 Players,120 Min,Age: 12+,3.17,"Thematic
View poll and results",Dice Rolling,Grid Movement,Variable Player Powers,,
507,Junk Art,(2016),7.4,2–6 Players,30 Min,Age: 8+,1.22,"Family,  Party
View poll and results",Bingo,Hand Management,"I Cut, You Choose",Score-and-Reset Game,Stacking and Balancing
508,Black Rose Wars,(2019),8.0,2–4 Players,90 Min,Age: 14+,3.44,"Strategy
View poll and results",Action Queue,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,"Deck, Bag, and Pool Building"
509,Canvas,(2021),7.3,1–5 Players,30 Min,Age: 14+,1.65,"Family
View poll and results",Contracts,Hand Management,Increase Value of Unchosen Resources,Layering,Open Drafting
510,The Great Wall,(2021),7.9,1–4 Players,120–180 Min,Age: 13+,3.87,"Strategy
View poll and results",Area Majority / Influence,Command Cards,Cooperative Game,Income,Investment
511,The Witcher: Old World,(2023),8.1,1–5 Players,90–150 Min,Age: 14+,2.83,"Thematic
View poll and results",Card Play Conflict Resolution,"Deck, Bag, and Pool Building",Dice Rolling,Events,Hand Management
512,Friday,(2011),7.1,1 Players,25 Min,Age: 13+,2.16,"Strategy
View poll and results","Deck, Bag, and Pool Building",Hand Management,Push Your Luck,Solo / Solitaire Game,
513,1775: Rebellion,(2013),7.6,2–4 Players,60–120 Min,Age: 10+,2.31,"Wargames
View poll and results",Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling
514,Betrayal Legacy,(2018),7.7,3–5 Players,45–90 Min,Age: 12+,2.89,"Thematic
View poll and results",Cooperative Game,Dice Rolling,Grid Movement,Legacy Game,Modular Board
515,Imperial Struggle,(2020),8.3,2 Players,120–240 Min,Age: 14+,4.01,"Strategy,  Wargames
View poll and results",Area Majority / Influence,Campaign / Battle Card Driven,Events,Open Drafting,Point to Point Movement
516,"Labyrinth: The War on Terror, 2001 – ?",(2010),7.6,1–2 Players,180 Min,Age: 12+,3.65,"Strategy,  Wargames
View poll and results",Action Points,Action/Event,Area Majority / Influence,Campaign / Battle Card Driven,Command Cards
517,Bohnanza,(1997),7.0,2–7 Players,45 Min,Age: 12+,1.67,"Family
View poll and results",Hand Management,Negotiation,Set Collection,Trading,
518,The Guild of Merchant Explorers,(2022),7.7,1–4 Players,45 Min,Age: 14+,2.04,"Family,  Strategy
View poll and results",Bingo,Hexagon Grid,Hidden Victory Points,Line Drawing,Network and Route Building
519,Potion Explosion,(2015),7.1,2–4 Players,30–45 Min,Age: 8+,1.78,"Family
View poll and results",Pattern Recognition,Set Collection,Take That,Variable Set-up,
520,Raptor,(2015),7.2,2 Players,30 Min,Age: 9+,2.07,"Strategy
View poll and results",Action Points,Action Retrieval,Grid Movement,Hand Management,Modular Board
521,Imhotep,(2016),7.1,2–4 Players,40 Min,Age: 10+,2.02,"Family
View poll and results",Area Majority / Influence,End Game Bonuses,Modular Board,Set Collection,Worker Placement
522,1846: The Race for the Midwest,(2005),7.9,3–5 Players,120–240 Min,Age: 14+,3.97,"Strategy
View poll and results",Hexagon Grid,Investment,Market,Network and Route Building,Ownership
523,Argent: The Consortium,(2015),7.6,2–5 Players,60–150 Min,Age: 10+,3.79,"Strategy
View poll and results",Area Majority / Influence,Modular Board,Take That,Variable Player Powers,Worker Placement
524,Undaunted: North Africa,(2020),7.8,2 Players,45–60 Min,Age: 14+,2.28,"Thematic,  Wargames
View poll and results",Command Cards,"Deck, Bag, and Pool Building",Dice Rolling,Hexagon Grid,Modular Board
525,Railroad Ink: Deep Blue Edition,(2018),7.2,1–6 Players,20–30 Min,Age: 8+,1.47,"Family
View poll and results",Bingo,Connections,Dice Rolling,Line Drawing,Network and Route Building
526,Freedom: The Underground Railroad,(2013),7.6,1–4 Players,60–120 Min,Age: 13+,2.90,"Strategy,  Thematic
View poll and results",Cooperative Game,Pick-up and Deliver,Point to Point Movement,Push Your Luck,Solo / Solitaire Game
527,Blackout: Hong Kong,(2018),7.4,1–4 Players,75–150 Min,Age: 14+,3.50,"Strategy
View poll and results",Area Majority / Influence,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Network and Route Building
528,CATAN,(1995),7.1,3–4 Players,60–120 Min,Age: 10+,2.30,"Family,  Strategy
View poll and results",Chaining,Dice Rolling,Hexagon Grid,Income,Modular Board
529,Distilled,(2023),8.0,1–5 Players,30–150 Min,Age: 14+,2.96,"Strategy,  Thematic
View poll and results",Hand Management,Income,Market,Push Your Luck,Set Collection
530,Thurn and Taxis,(2006),7.1,2–4 Players,60 Min,Age: 10+,2.26,"Family,  Strategy
View poll and results",Hand Management,Network and Route Building,Open Drafting,Set Collection,
531,Port Royal,(2014),7.1,2–5 Players,20–50 Min,Age: 8+,1.62,"Family
View poll and results",Contracts,Events,Market,Move Through Deck,Open Drafting
532,Akropolis,(2022),7.5,1–4 Players,20–30 Min,Age: 8+,1.79,"Family
View poll and results",End Game Bonuses,Layering,Open Drafting,Pattern Building,Tile Placement
533,Small World Underground,(2011),7.2,2–5 Players,30–90 Min,Age: 8+,2.59,"Family,  Strategy
View poll and results",Area Majority / Influence,Area Movement,Dice Rolling,King of the Hill,Variable Player Powers
534,Star Wars: X-Wing (Second Edition),(2018),8.1,2 Players,30–45 Min,Age: 14+,3.10,"Customizable,  Wargames
View poll and results",Action Queue,Critical Hits and Failures,Dice Rolling,Line of Sight,Movement Template
535,High Society,(1995),7.1,3–5 Players,15–30 Min,Age: 10+,1.48,"Family
View poll and results",Auction: Turn Order Until Pass,Auction/Bidding,Constrained Bidding,Hand Management,
536,Escape Plan,(2019),7.5,1–5 Players,60–120 Min,Age: 12+,3.67,"Strategy
View poll and results",Area Movement,Enclosure,Hexagon Grid,Modular Board,Open Drafting
537,Ingenious,(2004),7.1,1–4 Players,30–45 Min,Age: 8+,1.91,"Abstract
View poll and results",Hand Management,Highest-Lowest Scoring,Pattern Building,Team-Based Game,Tile Placement
538,Woodcraft,(2022),7.7,1–4 Players,60–120 Min,Age: 12+,3.85,"Strategy
View poll and results",Contracts,Dice Rolling,End Game Bonuses,Income,Solo / Solitaire Game
539,First Class: All Aboard the Orient Express!,(2016),7.4,2–4 Players,40–80 Min,Age: 14+,2.79,"Strategy
View poll and results",Open Drafting,Set Collection,Variable Set-up,,
540,Alhambra,(2003),7.0,2–6 Players,45–60 Min,Age: 8+,2.10,"Family,  Strategy
View poll and results",Hand Management,Memory,Open Drafting,Set Collection,Tile Placement
541,MicroMacro: Crime City – Full House,(2021),7.7,1–4 Players,15–45 Min,Age: 10+,1.21,"Family
View poll and results",Cooperative Game,Deduction,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Storytelling
542,TZAAR,(2007),7.7,2 Players,30–60 Min,Age: 13+,2.52,"Abstract
View poll and results",Grid Movement,Map Reduction,,,
543,The Grizzled,(2015),7.1,2–5 Players,30 Min,Age: 14+,1.98,"Thematic
View poll and results",Communication Limits,Cooperative Game,Hand Management,Move Through Deck,Push Your Luck
544,Archipelago,(2012),7.3,2–5 Players,30–240 Min,Age: 14+,3.74,"Strategy
View poll and results",Area Majority / Influence,Auction/Bidding,Commodity Speculation,Grid Movement,Hexagon Grid
545,London,(2010),7.3,2–4 Players,90 Min,Age: 13+,2.89,"Strategy
View poll and results",Hand Management,Open Drafting,,,
546,Caper: Europe,(2022),7.8,2 Players,25–35 Min,Age: 10+,2.11,"Family,  Strategy
View poll and results",Area Majority / Influence,Closed Drafting,Set Collection,Tug of War,
547,Frostpunk: The Board Game,(2022),8.3,1–4 Players,120–150 Min,Age: 16+,4.30,"Strategy,  Thematic
View poll and results",Cooperative Game,Cube Tower,Events,Modular Board,Scenario / Mission / Campaign Game
548,Fleet: The Dice Game,(2018),7.7,1–4 Players,30–45 Min,Age: 8+,2.52,"Strategy
View poll and results",Dice Rolling,Paper-and-Pencil,Solo / Solitaire Game,,
549,Voidfall,(2023),8.7,1–4 Players,90–240 Min,Age: 15+,4.59,"Strategy
View poll and results",Area-Impulse,Command Cards,Cooperative Game,Events,Grid Movement
550,The Fox in the Forest,(2017),7.1,2 Players,30 Min,Age: 10+,1.58,"Family
View poll and results",Hand Management,Trick-taking,,,
551,Imperium: Legends,(2021),7.9,1–4 Players,60–120 Min,Age: 14+,3.70,"Strategy
View poll and results","Deck, Bag, and Pool Building",End Game Bonuses,Hand Management,Market,Move Through Deck
552,Time's Up! Title Recall!,(2008),7.7,4–18 Players,60 Min,Age: 12+,1.19,"Party
View poll and results",Acting,Communication Limits,Memory,Team-Based Game,
553,Madeira,(2013),7.6,2–4 Players,60–150 Min,Age: 12+,4.30,"Strategy
View poll and results",Area Majority / Influence,Dice Rolling,Turn Order: Pass Order,Turn Order: Stat-Based,Worker Placement
554,Libertalia,(2012),7.1,2–6 Players,40–60 Min,Age: 14+,2.24,"Strategy
View poll and results",Action Queue,Hand Management,Selection Order Bid,Set Collection,Simultaneous Action Selection
555,Love Letter: Premium Edition,(2016),7.4,2–8 Players,20–30 Min,Age: 8+,1.33,"Family,  Party
View poll and results",Hand Management,Player Elimination,,,
556,Legends of Andor,(2012),7.1,2–4 Players,60–90 Min,Age: 10+,2.76,"Thematic
View poll and results",Area Movement,Cooperative Game,Dice Rolling,Scenario / Mission / Campaign Game,Variable Player Powers
557,Airlines Europe,(2011),7.3,2–5 Players,75 Min,Age: 10+,2.44,"Family,  Strategy
View poll and results",Investment,Network and Route Building,Open Drafting,Set Collection,Stock Holding
558,Sushi Go!,(2013),7.0,2–5 Players,15 Min,Age: 8+,1.16,"Family
View poll and results",Closed Drafting,End Game Bonuses,Hand Management,Set Collection,Simultaneous Action Selection
559,Wabash Cannonball,(2007),7.2,2–6 Players,30–60 Min,Age: 12+,2.78,"Strategy
View poll and results",Auction: Turn Order Until Pass,Auction/Bidding,Investment,Network and Route Building,Ownership
560,Euphoria: Build a Better Dystopia,(2013),7.2,2–6 Players,60 Min,Age: 13+,3.12,"Strategy
View poll and results",Dice Rolling,Hand Management,Race,Set Collection,Trading
561,RoboRally,(1994),7.1,2–8 Players,45–120 Min,Age: 12+,2.43,"Strategy,  Thematic
View poll and results",Action Queue,Bias,Grid Movement,Lose a Turn,Modular Board
562,Elysium,(2015),7.2,2–4 Players,60 Min,Age: 14+,2.76,"Strategy
View poll and results",Open Drafting,Set Collection,Take That,Turn Order: Claim Action,Variable Set-up
563,Discworld: Ankh-Morpork,(2011),7.2,2–4 Players,60 Min,Age: 11+,2.21,"Thematic
View poll and results",Area Majority / Influence,Dice Rolling,Events,Hand Management,Hidden Roles
564,Camel Up,(2014),7.0,2–8 Players,20–30 Min,Age: 8+,1.48,"Family
View poll and results",Betting and Bluffing,Dice Rolling,End Game Bonuses,Roll / Spin and Move,Track Movement
565,Libertalia: Winds of Galecrest,(2022),7.5,1–6 Players,45–60 Min,Age: 14+,2.12,"Family,  Strategy
View poll and results",Action Queue,Hand Management,Set Collection,Simultaneous Action Selection,Take That
566,Vikings,(2007),7.2,2–4 Players,60 Min,Age: 10+,2.54,"Strategy
View poll and results",Auction/Bidding,Rondel,Tile Placement,Victory Points as a Resource,
567,One Night Ultimate Werewolf,(2014),7.1,3–10 Players,10 Min,Age: 8+,1.38,"Party
View poll and results",Hidden Roles,Role Playing,Roles with Asymmetric Information,Traitor Game,Variable Player Powers
568,Nova Luna,(2019),7.3,1–4 Players,30–60 Min,Age: 8+,1.88,"Abstract
View poll and results",Contracts,Race,Tile Placement,Turn Order: Time Track,
569,Runebound (Third Edition),(2015),7.5,2–4 Players,120–180 Min,Age: 14+,2.71,"Thematic
View poll and results",Action Points,Area Movement,"Deck, Bag, and Pool Building",Dice Rolling,Die Icon Resolution
570,Valeria: Card Kingdoms,(2016),7.5,1–5 Players,30–45 Min,Age: 13+,1.98,"Family,  Strategy
View poll and results",Dice Rolling,Open Drafting,Random Production,Variable Set-up,
571,Last Will,(2011),7.2,2–5 Players,45–75 Min,Age: 14+,2.72,"Strategy
View poll and results",Action Points,Hand Management,Victory Points as a Resource,Worker Placement,
572,The LOOP,(2020),7.8,1–4 Players,60 Min,Age: 12+,2.76,"Strategy
View poll and results",Cooperative Game,Cube Tower,"Deck, Bag, and Pool Building",Scenario / Mission / Campaign Game,Solo / Solitaire Game
573,Sentinels of the Multiverse,(2011),7.2,2–5 Players,30–60 Min,Age: 8+,2.51,"Thematic
View poll and results",Cooperative Game,Hand Management,Solo / Solitaire Game,Variable Player Powers,
574,Roads & Boats,(1999),7.7,1–4 Players,240 Min,Age: 14+,4.19,"Strategy
View poll and results",Grid Movement,Line Drawing,Modular Board,Network and Route Building,Pick-up and Deliver
575,BattleCON: Devastation of Indines,(2013),7.8,1–5 Players,45 Min,Age: 10+,3.09,"Strategy
View poll and results",Hand Management,Point to Point Movement,Simultaneous Action Selection,Solo / Solitaire Game,Team-Based Game
576,Aquatica,(2019),7.4,1–4 Players,30–60 Min,Age: 12+,2.29,"Strategy
View poll and results",Action Retrieval,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Slide/Push
577,Karuba,(2015),7.2,2–4 Players,30–40 Min,Age: 8+,1.43,"Family
View poll and results",Bingo,Connections,Grid Movement,Network and Route Building,Simultaneous Action Selection
578,Las Vegas,(2012),7.2,2–5 Players,30 Min,Age: 8+,1.18,"Family
View poll and results",Area Majority / Influence,Dice Rolling,,,
579,In the Hall of the Mountain King,(2019),7.6,2–5 Players,90 Min,Age: 12+,2.83,"Strategy
View poll and results",Grid Coverage,Network and Route Building,Pick-up and Deliver,Team-Based Game,Tile Placement
580,Jamaica,(2007),7.1,2–6 Players,30–60 Min,Age: 8+,1.66,"Family
View poll and results",Dice Rolling,Hand Management,Race,Roll / Spin and Move,Simultaneous Action Selection
581,Space Empires 4X,(2011),7.7,1–4 Players,60–240 Min,Age: 14+,3.38,"Wargames
View poll and results",Auction/Bidding,Dice Rolling,Grid Movement,Hexagon Grid,Income
582,Tales of the Arabian Nights,(2009),7.2,1–6 Players,120 Min,Age: 12+,2.15,"Thematic
View poll and results",Dice Rolling,Narrative Choice / Paragraph,Point to Point Movement,Role Playing,Solo / Solitaire Game
583,Egizia,(2009),7.4,2–4 Players,90 Min,Age: 12+,2.84,"Strategy
View poll and results",Bias,End Game Bonuses,Open Drafting,Worker Placement,
584,StarCraft: The Board Game,(2007),7.4,2–6 Players,180–240 Min,Age: 12+,3.85,"Strategy,  Thematic
View poll and results",Area Majority / Influence,Area Movement,Card Play Conflict Resolution,"Deck, Bag, and Pool Building",Modular Board
585,Etherfields,(2020),8.0,1–4 Players,90–180 Min,Age: 12+,3.50,"Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Grid Movement,Modular Board
586,Taj Mahal,(2000),7.3,2–5 Players,45–90 Min,Age: 12+,2.99,"Strategy
View poll and results",Auction: Turn Order Until Pass,Auction/Bidding,Hand Management,Network and Route Building,Open Drafting
587,Queendomino,(2017),7.2,2–4 Players,25 Min,Age: 8+,2.05,"Family
View poll and results",Enclosure,Open Drafting,Tile Placement,Variable Phase Order,
588,Zombicide: 2nd Edition,(2021),8.0,1–6 Players,60 Min,Age: 14+,2.41,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Modular Board,Multiple Maps
589,Vinhos,(2010),7.5,2–4 Players,60–135 Min,Age: 12+,4.20,"Strategy
View poll and results",Area Majority / Influence,Worker Placement,,,
590,Atlantis Rising (Second Edition),(2019),7.6,1–7 Players,60–120 Min,Age: 10+,2.45,"Strategy
View poll and results",Cooperative Game,Dice Rolling,Push Your Luck,Solo / Solitaire Game,Variable Player Powers
591,Pathfinder Adventure Card Game: Rise of the Runelords – Base Set,(2013),7.2,1–4 Players,90 Min,Age: 13+,2.72,"Thematic
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Move Through Deck
592,Baseball Highlights: 2045,(2015),7.5,1–4 Players,45 Min,Age: 9+,2.20,"Strategy,  Thematic
View poll and results","Deck, Bag, and Pool Building",Hand Management,Open Drafting,Solo / Solitaire Game,Take That
593,QE,(2019),7.4,3–5 Players,45 Min,Age: 8+,1.52,"Family,  Strategy
View poll and results",Auction: Sealed Bid,Auction/Bidding,End Game Bonuses,Memory,Set Collection
594,Colosseum,(2007),7.2,3–5 Players,60–90 Min,Age: 10+,2.76,"Family,  Strategy
View poll and results",Auction/Bidding,Dice Rolling,Roll / Spin and Move,Set Collection,Trading
595,Through the Desert,(1998),7.1,2–5 Players,45 Min,Age: 10+,2.20,"Abstract,  Strategy
View poll and results",Chaining,Connections,Enclosure,Hexagon Grid,Hidden Victory Points
596,Pax Porfiriana,(2012),7.7,1–6 Players,120 Min,Age: 12+,3.64,"Strategy
View poll and results",Action Points,Finale Ending,Hand Management,Income,Market
597,DVONN,(2001),7.5,2 Players,30 Min,Age: 9+,2.66,"Abstract
View poll and results",Grid Movement,Map Reduction,,,
598,Age of Innovation,(2023),8.9,1–5 Players,40–200 Min,Age: 14+,4.26,"Strategy
View poll and results",Hexagon Grid,Turn Order: Pass Order,Variable Player Powers,Victory Points as a Resource,
599,Nexus Ops,(2005),7.2,2–4 Players,90 Min,Age: 12+,2.23,"Thematic,  Wargames
View poll and results",Area Majority / Influence,Dice Rolling,Hand Management,Hexagon Grid,King of the Hill
600,Broom Service,(2015),7.2,2–5 Players,30–75 Min,Age: 10+,2.40,"Family,  Strategy
View poll and results",Area Movement,Follow,Hand Management,Pick-up and Deliver,Set Collection
601,Carcassonne: Hunters and Gatherers,(2002),7.1,2–5 Players,35 Min,Age: 8+,1.92,"Family
View poll and results",Area Majority / Influence,Map Addition,Tile Placement,,
602,Unmatched: Little Red Riding Hood vs. Beowulf,(2020),8.2,2 Players,20 Min,Age: 9+,1.92,"Strategy
View poll and results",Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement
603,AquaSphere,(2014),7.3,2–4 Players,100 Min,Age: 12+,3.67,"Strategy
View poll and results",Area Majority / Influence,Area Movement,End Game Bonuses,Income,Modular Board
604,The Colonists,(2016),7.6,1–4 Players,30–360 Min,Age: 12+,4.08,"Strategy
View poll and results",Area Movement,Hand Management,Modular Board,Open Drafting,Solo / Solitaire Game
605,Pax Renaissance: 2nd Edition,(2021),8.5,1–4 Players,60–120 Min,Age: 12+,4.58,"Strategy
View poll and results",Action Points,Increase Value of Unchosen Resources,Market,Open Drafting,Simulation
606,Paperback,(2014),7.1,2–5 Players,45 Min,Age: 8+,2.00,"Family,  Strategy
View poll and results",Cooperative Game,"Deck, Bag, and Pool Building",Delayed Purchase,Open Drafting,
607,Draftosaurus,(2019),7.1,2–5 Players,15 Min,Age: 8+,1.24,"Family
View poll and results",Closed Drafting,Dice Rolling,Set Collection,Simultaneous Action Selection,
608,Dice Throne: Season One,(2018),7.5,2–6 Players,20–40 Min,Age: 8+,2.08,"Family
View poll and results",Dice Rolling,Re-rolling and Locking,Take That,Team-Based Game,Variable Player Powers
609,Unfathomable,(2021),7.6,3–6 Players,120–240 Min,Age: 14+,3.06,"Thematic
View poll and results",Area Movement,Hand Management,Hidden Roles,Team-Based Game,Traitor Game
610,Tobago,(2009),7.1,2–4 Players,60 Min,Age: 10+,2.13,"Family
View poll and results",Deduction,Grid Movement,Hand Management,Hexagon Grid,Modular Board
611,Triumph & Tragedy: European Balance of Power 1936-1945,(2015),8.1,2–3 Players,240–360 Min,Age: 12+,3.39,"Wargames
View poll and results",Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management
612,Star Trek: Ascendancy,(2016),7.8,3 Players,180 Min,Age: 14+,3.15,"Thematic
View poll and results",Action Points,Dice Rolling,Events,Modular Board,Point to Point Movement
613,Cooper Island,(2019),7.6,1–4 Players,60–120 Min,Age: 12+,4.16,"Strategy
View poll and results",Tile Placement,Worker Placement,"Worker Placement, Different Worker Types",,
614,Automobile,(2009),7.3,3–5 Players,120 Min,Age: 12+,3.53,"Strategy
View poll and results",Commodity Speculation,Variable Player Powers,,,
615,Aeon Trespass: Odyssey,(2022),9.1,1–4 Players,90 Min,Age: 12+,4.73,"Thematic
View poll and results",Command Cards,Cooperative Game,Map Addition,Scenario / Mission / Campaign Game,Tech Trees / Tech Tracks
616,Unlock!: Heroic Adventures,(2018),7.6,1–6 Players,60 Min,Age: 10+,2.21,"Thematic
View poll and results",Cooperative Game,Storytelling,,,
617,Evolution,(2014),7.1,2–6 Players,60 Min,Age: 12+,2.43,"Strategy
View poll and results",Action Points,Hand Management,Push Your Luck,Simulation,Simultaneous Action Selection
618,Silver & Gold,(2019),7.2,2–4 Players,20 Min,Age: 8+,1.17,"Family
View poll and results",Bingo,Contracts,End Game Bonuses,Grid Coverage,Paper-and-Pencil
619,The Battle of Five Armies,(2014),7.9,2 Players,90–240 Min,Age: 13+,3.59,"Thematic,  Wargames
View poll and results",Area Majority / Influence,Area Movement,Dice Rolling,Hand Management,
620,Struggle of Empires,(2004),7.5,2–7 Players,180–240 Min,Age: 13+,3.59,"Strategy
View poll and results",Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Dice Rolling
621,Coup,(2012),7.0,2–6 Players,15 Min,Age: 13+,1.41,"Party
View poll and results",Hidden Roles,Memory,Player Elimination,Take That,Variable Player Powers
622,Crusaders: Thy Will Be Done,(2018),7.5,2–4 Players,40–60 Min,Age: 14+,2.45,"Strategy
View poll and results",Grid Movement,Hexagon Grid,Mancala,Variable Player Powers,
623,Francis Drake,(2013),7.4,3–5 Players,90–120 Min,Age: 14+,2.92,"Strategy
View poll and results",Order Counters,Push Your Luck,Secret Unit Deployment,Set Collection,Turn Order: Time Track
624,Carson City,(2009),7.2,2–5 Players,90 Min,Age: 12+,3.18,"Strategy
View poll and results",Area Majority / Influence,Dice Rolling,Tile Placement,Variable Player Powers,Worker Placement
625,Star Wars: Destiny,(2016),7.5,2 Players,30 Min,Age: 10+,2.45,"Customizable
View poll and results",Dice Rolling,Hand Management,Variable Player Powers,,
626,Arkham Horror: The Card Game (Revised Edition),(2021),8.7,1–4 Players,45–180 Min,Age: 14+,3.53,"Customizable
View poll and results",Action Points,Area Movement,Communication Limits,Cooperative Game,Deck Construction
627,Hammer of the Scots,(2002),7.5,2 Players,120–180 Min,Age: 12+,2.96,"Wargames
View poll and results",Area Movement,Campaign / Battle Card Driven,Dice Rolling,Hand Management,Secret Unit Deployment
628,Splendor: Marvel,(2020),7.6,2–4 Players,30 Min,Age: 10+,1.83,"Family
View poll and results",Contracts,Open Drafting,Race,Set Collection,
629,The Lord of the Rings: The Card Game – Revised Core Set,(2022),8.5,1–4 Players,30–90 Min,Age: 14+,3.48,"Customizable
View poll and results",Automatic Resource Growth,Cooperative Game,Deck Construction,Events,Hand Management
630,Cuba Libre,(2013),7.7,1–4 Players,180 Min,Age: 14+,3.59,"Wargames
View poll and results",Area Majority / Influence,Area Movement,Dice Rolling,Solo / Solitaire Game,Variable Player Powers
631,Conan,(2016),7.6,2–5 Players,90 Min,Age: 14+,2.75,"Thematic
View poll and results",Action Points,Area Movement,Dice Rolling,Player Elimination,Team-Based Game
632,Dinosaur Island: Rawr 'n Write,(2021),7.7,1–4 Players,30–45 Min,Age: 10+,2.80,"Strategy
View poll and results",Connections,Dice Rolling,Grid Coverage,Network and Route Building,Paper-and-Pencil
633,A Game of Thrones,(2003),7.2,3–5 Players,180 Min,Age: 12+,3.45,"Strategy,  Wargames
View poll and results",Area Movement,Auction/Bidding,Events,Hand Management,Memory
634,Gears of War: The Board Game,(2011),7.5,1–4 Players,60–180 Min,Age: 14+,2.88,"Thematic
View poll and results",Area Movement,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Hand Management
635,Regicide,(2020),7.5,1–4 Players,10–30 Min,Age: 10+,1.93,"Family,  Strategy
View poll and results",Communication Limits,Cooperative Game,Hand Management,Solo / Solitaire Game,Variable Set-up
636,Zombicide,(2012),7.1,1–6 Players,60 Min,Age: 14+,2.54,"Thematic
View poll and results",Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management
637,Take 5,(1994),7.0,2–10 Players,45 Min,Age: 8+,1.20,"Family
View poll and results",Hand Management,Score-and-Reset Game,Simultaneous Action Selection,,
638,Thebes,(2007),7.1,2–4 Players,60 Min,Age: 8+,2.16,"Family
View poll and results",Point to Point Movement,Set Collection,Turn Order: Time Track,,
639,Quantum,(2013),7.2,2–4 Players,60 Min,Age: 13+,2.47,"Strategy
View poll and results",Area Majority / Influence,Dice Rolling,Grid Movement,Modular Board,Square Grid
640,Blood Bowl (2016 Edition),(2016),8.0,2 Players,60–180 Min,Age: 12+,3.55,"Thematic
View poll and results",Critical Hits and Failures,Dice Rolling,Grid Movement,Movement Points,Variable Player Powers
641,Shards of Infinity,(2018),7.5,2–4 Players,30 Min,Age: 10+,1.98,"Strategy
View poll and results","Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,Open Drafting,Take That
