name,published_year,avg_rating,recc_age,weight,game_type,mech_1,mech_2,mech_3,mech_4,mech_5,rank,min_player,max_player,min_playtime,max_playtime
Harry Potter: Hogwarts Battle,2016,7.4, 11,2.07,Family,Cooperative Game,"Deck, Bag, and Pool Building",Scenario / Mission / Campaign Game,Variable Player Powers,,362,2,4,30,60
Mysterium,2015,7.2, 10,1.9,Family,Communication Limits,Cooperative Game,Deduction,Finale Ending,Hand Management,363,2,7,42,42
Takenoko,2011,7.2, 8,1.98,Family,Action Points,Contracts,Dice Rolling,End Game Bonuses,Grid Movement,364,2,4,45,45
Hannibal: Rome vs. Carthage,1996,7.8, 12,3.45,Wargames,Area Majority / Influence,Campaign / Battle Card Driven,Dice Rolling,Events,Point to Point Movement,365,2,2,40,200
Gizmos,2018,7.4, 14,2.0,Family,Action Queue,Contracts,Open Drafting,,,366,2,4,40,50
Star Wars: Armada,2015,7.8, 14,3.16,Thematic,Action Queue,Critical Hits and Failures,Dice Rolling,Line of Sight,Movement Template,367,2,2,120,120
Ghost Stories,2008,7.3, 12,2.9,Strategy,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Move Through Deck,368,1,4,60,60
Cloudspire,2019,8.2, 13,4.36,Strategy,Action Queue,Bias,Cooperative Game,Dice Rolling,Events,369,1,4,90,180
Agricola: All Creatures Big and Small,2012,7.3, 13,2.35,Strategy,Automatic Resource Growth,Enclosure,Increase Value of Unchosen Resources,Tile Placement,Worker Placement,370,2,2,30,30
51st State: Master Set,2016,7.6, 14,2.9,Strategy,Hand Management,Open Drafting,Variable Phase Order,Variable Player Powers,Worker Placement,371,1,4,60,90
Raiders of Scythia,2020,7.8, 12,2.71,Strategy,Contracts,Dice Rolling,Hand Management,Open Drafting,Solo / Solitaire Game,372,1,4,60,80
So Clover!,2021,7.6, 10,1.09,Party,Communication Limits,Cooperative Game,,,,373,3,6,30,30
The Resistance,2009,7.2, 13,1.59,Party,Hidden Roles,Memory,Roles with Asymmetric Information,Simultaneous Action Selection,Team-Based Game,374,5,10,30,30
Ginkgopolis,2012,7.5, 13,2.91,Strategy,Area Majority / Influence,Layering,Multi-Use Cards,Open Drafting,Simultaneous Action Selection,375,1,5,45,45
Altiplano,2017,7.5, 12,3.3,Strategy,Action Points,Contracts,"Deck, Bag, and Pool Building",Modular Board,Open Drafting,376,2,5,60,120
Love Letter,2019,7.5, 10,1.13,Family,Hand Management,Player Elimination,Score-and-Reset Game,,,377,2,6,20,20
San Juan,2004,7.2, 10,2.29,Strategy,Action Drafting,Follow,Hand Management,Multi-Use Cards,Set Collection,378,2,4,45,60
Furnace,2020,7.4, 12,2.3,Strategy,Auction Compensation,Auction: Fixed Placement,Auction: Multiple Lot,Auction/Bidding,Constrained Bidding,379,2,4,30,60
Mage Wars Arena,2012,7.6, 13,3.68,Customizable,Deck Construction,Dice Rolling,Grid Movement,Line of Sight,Simultaneous Action Selection,380,2,2,90,90
Blood Bowl: Team Manager – The Card Game,2011,7.4, 14,2.33,Thematic,Area Majority / Influence,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Open Drafting,381,2,4,60,120
Newton,2018,7.6, 14,3.39,Strategy,Action Retrieval,Closed Drafting,"Deck, Bag, and Pool Building",End Game Bonuses,Hand Management,382,1,4,90,90
Carpe Diem,2018,7.5, 10,2.51,Strategy,Area Movement,Contracts,End Game Bonuses,Open Drafting,Tile Placement,383,2,4,45,75
Flamecraft,2022,7.5, 10,2.21,Family,Contracts,End Game Bonuses,Hand Management,Modular Board,Set Collection,384,1,5,60,60
Abyss,2014,7.3, 14,2.32,Strategy,Auction/Bidding,Hand Management,Memory,Open Drafting,Push Your Luck,385,2,4,30,60
Notre Dame,2007,7.3, 10,2.74,Strategy,Area Majority / Influence,Closed Drafting,Point to Point Movement,,,386,2,5,45,75
Gùgōng,2018,7.5, 12,3.08,Strategy,Area Majority / Influence,Hand Management,Set Collection,Worker Placement,,387,1,5,60,90
The Pillars of the Earth,2006,7.3, 12,2.82,Strategy,Events,Market,Turn Order: Random,Worker Placement,"Worker Placement, Different Worker Types",388,2,4,90,120
At the Gates of Loyang,2009,7.4, 10,3.11,Strategy,Contracts,Income,Loans,Market,Open Drafting,389,1,4,60,120
Twice as Clever!,2019,7.5, 10,2.3,Family,Dice Rolling,Paper-and-Pencil,Re-rolling and Locking,Solo / Solitaire Game,,390,1,4,30,30
Pandemic: Fall of Rome,2018,7.6, 8,2.43,Strategy,Action Points,Cooperative Game,Dice Rolling,Events,Hand Management,391,1,5,45,60
Maria,2009,8.0, 14,3.56,Wargames,Auction/Bidding,Hand Management,Negotiation,Point to Point Movement,Secret Unit Deployment,392,2,3,210,210
Sidereal Confluence,2017,7.8, 14,3.53,Strategy,Auction/Bidding,Negotiation,Real-Time,Tech Trees / Tech Tracks,Trading,393,4,9,120,180
The Godfather: Corleone's Empire,2017,7.5, 14,2.64,Strategy,Area Majority / Influence,Auction/Bidding,Hand Management,Memory,Open Drafting,394,2,5,60,90
Saint Petersburg,2004,7.3, 10,2.46,Strategy,Income,Open Drafting,Set Collection,,,395,2,4,45,60
Downforce,2017,7.3, 10,1.73,Family,Auction/Bidding,Betting and Bluffing,Hand Management,Moving Multiple Units,Predictive Bid,396,2,6,20,40
Summoner Wars (Second Edition),2021,8.2, 9,2.59,Customizable,Action Points,Card Play Conflict Resolution,Deck Construction,Dice Rolling,Die Icon Resolution,397,2,2,40,60
Die Macher,1986,7.6, 14,4.32,Strategy,Alliances,Area Majority / Influence,Auction/Bidding,Dice Rolling,Hand Management,398,3,5,240,240
Schotten Totten,1999,7.4, 8,1.7,Family,Card Play Conflict Resolution,Hand Management,Melding and Splaying,Set Collection,,399,2,2,20,20
Project L,2020,7.5, 8,1.56,Abstract,Action Points,Open Drafting,Pattern Building,Resource Queue,Tile Placement,400,1,4,20,40
Evolution: Climate,2016,7.5, 12,2.75,Strategy,Action Points,Events,Hand Management,Secret Unit Deployment,Simulation,401,2,6,60,60
Smartphone Inc.,2018,7.6, 12,2.76,Strategy,Action Queue,Area Majority / Influence,Layering,Network and Route Building,Simultaneous Action Selection,402,1,5,60,90
Endeavor,2009,7.4, 12,2.91,Strategy,Area Majority / Influence,Hand Management,Open Drafting,Set Collection,Tech Trees / Tech Tracks,403,3,5,90,90
King of Tokyo,2011,7.1, 8,1.49,Family,Dice Rolling,Die Icon Resolution,King of the Hill,Open Drafting,Player Elimination,404,2,6,30,30
Ticket to Ride: Märklin,2006,7.4, 8,2.24,Family,Hand Management,Network and Route Building,Open Drafting,Point to Point Movement,Set Collection,405,2,5,30,60
Here I Stand,2006,7.9, 12,4.18,Wargames,Campaign / Battle Card Driven,Dice Rolling,Events,Hand Management,Movement Points,406,2,6,180,360
Bruxelles 1893,2013,7.6, 13,3.59,Strategy,Area Majority / Influence,Auction/Bidding,Modular Board,Open Drafting,Worker Placement,407,2,5,50,125
In the Year of the Dragon,2007,7.3, 12,3.09,Strategy,Action Drafting,Events,Hand Management,Turn Order: Stat-Based,Variable Set-up,408,2,5,75,100
London (Second Edition),2017,7.5, 14,2.73,Strategy,Action Queue,Hand Management,Loans,Open Drafting,Take That,409,2,4,60,90
Azul: Stained Glass of Sintra,2018,7.3, 8,2.0,Abstract,End Game Bonuses,Modular Board,Open Drafting,Pattern Building,Set Collection,410,2,4,30,45
Tiny Towns,2019,7.2, 14,2.07,Abstract,End Game Bonuses,Follow,Grid Coverage,Pattern Building,Player Elimination,411,1,6,45,60
Arkham Horror,2005,7.2, 14,3.58,Thematic,Cooperative Game,Dice Rolling,Events,Finale Ending,Hand Management,412,1,8,120,240
San Juan (Second Edition),2014,7.5, 10,2.08,Strategy,Action Drafting,Follow,Hand Management,Multi-Use Cards,Set Collection,413,2,4,45,60
Unmatched: Robin Hood vs. Bigfoot,2019,7.9, 9,1.93,Strategy,Action Points,Card Play Conflict Resolution,Hand Management,Line of Sight,Point to Point Movement,414,2,2,20,20
Dice Forge,2017,7.2, 10,1.97,Family,"Deck, Bag, and Pool Building",Dice Rolling,Open Drafting,Random Production,,415,2,4,45,45
Civilization,1980,7.5, 12,3.65,Strategy,Area Majority / Influence,Area Movement,Hand Management,Set Collection,Tech Trees / Tech Tracks,416,2,7,360,360
Codenames: Pictures,2016,7.2, 10,1.24,Party,Communication Limits,Memory,Push Your Luck,Team-Based Game,,417,2,8,15,15
Turing Machine,2022,7.8, 14,2.43,Strategy,Deduction,Solo / Solitaire Game,,,,418,1,4,20,20
Blitzkrieg!: World War Two in 20 Minutes,2019,7.6, 14,1.93,Strategy,Area Majority / Influence,"Deck, Bag, and Pool Building",Hand Management,Kill Steal,Race,419,1,2,20,45
Skull,2011,7.2, 10,1.11,Party,Auction/Bidding,Bids As Wagers,Hand Management,Player Elimination,,420,3,6,15,45
Cat in the Box: Deluxe Edition,2022,7.6, 13,2.01,Family,Enclosure,Hand Management,Predictive Bid,Trick-taking,,421,2,5,20,40
Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,2016,7.6, 10,2.19,Thematic,Cooperative Game,Narrative Choice / Paragraph,Solo / Solitaire Game,Storytelling,,422,1,8,60,120
Sprawlopolis,2018,7.4, 8,1.84,Family,Closed Drafting,Cooperative Game,Hand Management,Layering,Solo / Solitaire Game,423,1,4,15,20
Firefly: The Game,2013,7.4, 13,2.95,Thematic,Area Movement,Dice Rolling,Open Drafting,Pick-up and Deliver,Solo / Solitaire Game,424,1,4,120,240
Nippon,2015,7.6, 12,3.78,Strategy,Area Majority / Influence,Variable Phase Order,,,,425,2,4,60,120
Sword & Sorcery,2017,7.9, 12,4.11,Thematic,Action Points,Area Movement,Cooperative Game,Dice Rolling,Modular Board,426,1,5,60,90
Space Hulk (Third Edition),2009,7.5, 12,2.79,Thematic,Action Points,Dice Rolling,Grid Movement,Modular Board,Scenario / Mission / Campaign Game,427,2,2,60,60
Santa Maria,2017,7.5, 12,3.04,Strategy,Dice Rolling,Network and Route Building,Open Drafting,Set Collection,Tile Placement,428,1,4,45,90
Clash of Cultures,2012,7.6, 14,3.6,Strategy,Action Points,Area Majority / Influence,Dice Rolling,Grid Movement,Hand Management,429,2,4,180,240
Spartacus: A Game of Blood and Treachery,2012,7.5, 17,2.73,Thematic,Auction/Bidding,Betting and Bluffing,Bribery,Dice Rolling,Grid Movement,430,3,4,120,180
Cubitos,2021,7.4, 10,2.2,Family,Catch the Leader,"Deck, Bag, and Pool Building",Delayed Purchase,Dice Rolling,Market,431,2,4,30,60
Stockpile,2015,7.5, 13,2.11,Strategy,Auction: Fixed Placement,Auction/Bidding,Commodity Speculation,Constrained Bidding,Investment,432,2,5,45,45
Macao,2009,7.4, 12,3.13,Strategy,Action Points,Dice Rolling,Hand Management,Network and Route Building,Open Drafting,433,2,4,50,100
King of Tokyo: Dark Edition,2020,7.7, 8,1.64,Family,Dice Rolling,King of the Hill,Open Drafting,Player Elimination,Push Your Luck,434,2,6,30,30
Biblios,2007,7.2, 10,1.68,Family,Auction: Turn Order Until Pass,Auction/Bidding,Closed Drafting,Commodity Speculation,Hand Management,435,2,4,30,30
Fresco,2010,7.3, 10,2.63,Family,Action Queue,Grid Movement,Market,Set Collection,Simultaneous Action Selection,436,2,4,60,60
Mythic Battles: Pantheon,2017,8.3, 14,3.03,Strategy,Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Hand Management,437,2,4,60,90
Claustrophobia,2009,7.5, 14,2.48,Thematic,Dice Rolling,Grid Movement,Line of Sight,Modular Board,Scenario / Mission / Campaign Game,438,2,2,45,45
Advanced Squad Leader,1985,8.0, 14,4.74,Wargames,Critical Hits and Failures,Dice Rolling,Grid Movement,Hexagon Grid,Interrupts,439,2,2,120,480
Dune,1979,7.6, 12,3.44,Strategy,Alliances,Area Majority / Influence,Area Movement,Auction/Bidding,Force Commitment,440,2,6,60,180
ISS Vanguard,2022,8.7, 13,3.64,Thematic,Cooperative Game,Dice Rolling,Open Drafting,Scenario / Mission / Campaign Game,Storytelling,441,1,4,90,120
Chess,1475,7.2, 6,3.66,Abstract,Grid Movement,Once-Per-Game Abilities,Pattern Movement,Square Grid,Static Capture,442,2,2,60,60
Wavelength,2019,7.3, 14,1.12,Party,Race,Targeted Clues,Team-Based Game,,,443,2,12,30,45
Thunderstone Quest,2018,7.8, 14,2.84,Strategy,"Deck, Bag, and Pool Building",,,,,444,2,4,60,90
Mice and Mystics,2012,7.2, 7,2.72,Thematic,Area Movement,Cooperative Game,Dice Rolling,Multiple Maps,Role Playing,445,1,4,60,90
The Manhattan Project,2012,7.3, 13,2.96,Strategy,Action Retrieval,Closed Drafting,Race,Take That,Worker Placement,446,2,5,120,120
Mindbug: First Contact,2022,7.8, 8,1.95,Family,Betting and Bluffing,Hand Management,Take That,,,447,2,2,15,25
Marvel United: X-Men,2021,8.1, 14,2.0,Family,Cooperative Game,Hand Management,Modular Board,Solo / Solitaire Game,Team-Based Game,448,1,5,40,40
Flash Point: Fire Rescue,2011,7.2, 10,2.2,Family,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Pick-up and Deliver,449,2,6,45,45
Kingsburg,2007,7.2, 13,2.42,Family,Dice Rolling,Tech Trees / Tech Tracks,Worker Placement with Dice Workers,,,450,2,5,90,90
Millennium Blades,2016,7.7, 12,3.66,Thematic,Commodity Speculation,"Deck, Bag, and Pool Building",Hand Management,Open Drafting,Real-Time,451,2,5,80,120
Boonlake,2021,7.7, 14,3.78,Strategy,End Game Bonuses,Follow,Hexagon Grid,Income,Map Addition,452,1,4,80,160
John Company: Second Edition,2022,8.3, 13,4.43,Strategy,Bribery,Dice Rolling,Negotiation,Push Your Luck,Simulation,453,1,6,90,240
Imperial Settlers: Empires of the North,2019,7.5, 10,2.8,Strategy,Hand Management,Take That,Variable Player Powers,Worker Placement,,454,1,4,45,90
Glen More,2010,7.3, 10,2.67,Strategy,Commodity Speculation,Dice Rolling,Set Collection,Tile Placement,Track Movement,455,2,5,45,70
Pipeline,2019,7.6, 12,3.91,Strategy,Action Drafting,Commodity Speculation,Contracts,End Game Bonuses,Market,456,2,4,60,120
Lord of the Rings: The Confrontation,2005,7.5, 14,2.2,Strategy,Area Movement,Card Play Conflict Resolution,Hand Management,Secret Unit Deployment,Simultaneous Action Selection,457,2,2,30,30
Lancaster,2011,7.4, 10,3.0,Strategy,Area Majority / Influence,Auction/Bidding,Voting,Worker Placement,"Worker Placement, Different Worker Types",458,2,5,60,60
Pandemic: Reign of Cthulhu,2016,7.4, 14,2.16,Strategy,Action Points,Cooperative Game,Hand Management,Point to Point Movement,Set Collection,459,2,4,40,40
Heroscape Master Set: Rise of the Valkyrie,2004,7.4, 8,2.3,Customizable,Dice Rolling,Grid Movement,Hexagon Grid,Line of Sight,Modular Board,460,2,4,90,90
Black Orchestra,2016,7.5, 14,2.42,Thematic,Action Points,Cooperative Game,Dice Rolling,Die Icon Resolution,Hand Management,461,1,5,90,90
Mandala,2019,7.5, 10,1.8,Abstract,Area Majority / Influence,Hand Management,Open Drafting,Set Collection,,462,2,2,20,20
A Few Acres of Snow,2011,7.4, 14,3.04,Strategy,Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Delayed Purchase,Hand Management,463,2,2,60,90
Honey Buzz,2020,7.6, 10,2.76,Family,Action Retrieval,Contracts,Grid Movement,Hexagon Grid,Memory,464,1,4,45,90
PitchCar,1995,7.3, 6,1.13,Family,Flicking,Modular Board,Race,,,465,2,8,30,30
Wayfarers of the South Tigris,2022,7.9, 12,3.8,Strategy,Area Majority / Influence,End Game Bonuses,Modular Board,Open Drafting,Set Collection,466,1,4,60,90
Quadropolis,2016,7.2, 8,2.2,Family,Hand Management,Pattern Building,Set Collection,Tile Placement,Worker Placement,467,2,4,30,60
Point Salad,2019,7.2, 14,1.15,Family,Open Drafting,Set Collection,,,,468,2,6,15,30
Mystic Vale,2016,7.3, 14,2.26,Strategy,"Deck, Bag, and Pool Building",Layering,Push Your Luck,,,469,2,4,45,45
IKI,2015,7.7, 14,3.03,Strategy,Open Drafting,Ownership,Rondel,Set Collection,Track Movement,470,2,4,60,90
Middara: Unintentional Malum – Act 1,2019,8.6, 15,4.09,Thematic,Action Points,Cooperative Game,Dice Rolling,Grid Movement,Hand Management,471,1,4,60,60
Commands & Colors: Napoleonics,2010,8.0, 14,2.73,Wargames,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement,Hand Management,472,2,2,90,90
Cartographers Heroes,2021,7.8, 10,2.04,Family,Bingo,Grid Coverage,Line Drawing,Paper-and-Pencil,Simultaneous Action Selection,473,1,100,30,45
Amerigo,2013,7.4, 10,2.98,Strategy,Action Points,Cube Tower,Grid Movement,Modular Board,Tile Placement,474,2,4,90,90
Dead Reckoning,2022,8.2, 14,3.36,Strategy,Area Majority / Influence,Area Movement,"Deck, Bag, and Pool Building",Layering,Modular Board,475,1,4,90,150
Stuffed Fables,2018,7.5, 7,2.45,Family,Cooperative Game,Dice Rolling,Role Playing,Square Grid,Storytelling,476,2,4,60,90
Descent: Legends of the Dark,2021,8.0, 14,2.7,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Movement Points,477,1,4,120,180
Hadara,2019,7.4, 10,2.21,Strategy,End Game Bonuses,Memory,Open Drafting,Set Collection,Simultaneous Action Selection,478,2,5,45,60
Pan Am,2020,7.6, 12,2.41,Strategy,Auction: Fixed Placement,Auction/Bidding,Connections,Constrained Bidding,Dice Rolling,479,2,4,60,60
Colt Express,2014,7.1, 10,1.83,Family,Action Queue,Hand Management,Memory,Programmed Movement,Take That,480,2,6,40,40
Amun-Re,2003,7.3, 12,3.03,Strategy,Area Majority / Influence,Auction: Fixed Placement,Auction/Bidding,Constrained Bidding,Score-and-Reset Game,481,3,5,90,90
Fire in the Lake,2014,8.1, ––,4.13,Wargames,Area Majority / Influence,Dice Rolling,Simulation,Solo / Solitaire Game,Variable Phase Order,482,1,4,180,180
BattleLore,2006,7.3, 10,2.77,Thematic,Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,Dice Rolling,Grid Movement,483,2,2,60,60
Pandemic: The Cure,2014,7.3, 8,2.06,Family,Cooperative Game,Dice Rolling,Hand Management,Point to Point Movement,Push Your Luck,484,2,5,30,30
Dawn of the Zeds (Third Edition),2016,8.2, 14,3.82,Thematic,Action Points,Campaign / Battle Card Driven,Cooperative Game,Dice Rolling,Move Through Deck,485,1,5,90,120
Citadels,2016,7.3, 10,2.04,Family,Action Drafting,Income,Lose a Turn,Open Drafting,Set Collection,486,2,8,30,60
Charterstone,2017,7.2, 14,2.84,Strategy,Catch the Leader,Hand Management,Legacy Game,Open Drafting,Scenario / Mission / Campaign Game,487,1,6,45,75
No Thanks!,2004,7.1, 8,1.13,Family,Auction/Bidding,Closed Economy Auction,Increase Value of Unchosen Resources,Push Your Luck,Set Collection,488,3,7,20,20
Risk Legacy,2011,7.4, 13,2.59,Strategy,Area Movement,Dice Rolling,Legacy Game,Open Drafting,Player Elimination,489,3,5,60,60
"Air, Land, & Sea",2019,7.5, 14,1.72,Strategy,Card Play Conflict Resolution,Hand Management,,,,490,2,2,15,30
Exit: The Game – Dead Man on the Orient Express,2017,7.6, 12,2.73,Family,Cooperative Game,,,,,491,1,4,60,120
Citadels,2000,7.1, 10,2.05,Family,Action Drafting,Closed Drafting,Income,Lose a Turn,Set Collection,492,2,8,20,60
Sheriff of Nottingham,2014,7.1, 14,1.66,Family,Betting and Bluffing,Bribery,Hand Management,Negotiation,Open Drafting,493,3,5,60,60
Deus,2014,7.3, 14,2.83,Strategy,Area Majority / Influence,End Game Bonuses,Grid Movement,Hand Management,Hexagon Grid,494,2,4,60,90
Foundations of Rome,2022,8.0, 13,1.98,Strategy,Auction: Dutch,Income,Market,Ownership,Square Grid,495,2,4,60,90
Zombie Kidz Evolution,2018,7.7, 7,1.4,Children's,Area Movement,Cooperative Game,Dice Rolling,Legacy Game,Variable Player Powers,496,2,4,5,15
Forbidden Desert,2013,7.1, 10,2.04,Family,Action Points,Bias,Cooperative Game,Grid Movement,Hand Management,497,2,5,45,45
Lords of Vegas,2010,7.3, 12,2.34,Strategy,Area Majority / Influence,Catch the Leader,Dice Rolling,Random Production,Tile Placement,498,2,4,60,90
Blood Bowl (Third Edition),1994,7.6, 12,2.98,Strategy,Dice Rolling,Grid Movement,Variable Player Powers,,,499,2,2,180,180
Fantastic Factories,2019,7.5, 14,2.21,Family,Dice Rolling,Hand Management,Multi-Use Cards,Open Drafting,Push Your Luck,500,1,5,45,60
Shadows over Camelot,2005,7.1, 10,2.57,Thematic,Communication Limits,Cooperative Game,Dice Rolling,Hand Management,Player Elimination,501,3,7,60,90
Descent: Journeys in the Dark,2005,7.3, 13,3.34,Thematic,Dice Rolling,Grid Movement,Modular Board,Role Playing,Team-Based Game,502,2,5,120,240
Shadows of Brimstone: City of the Ancients,2014,8.0, 12,3.35,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Modular Board,Role Playing,503,1,4,120,120
Mansions of Madness,2011,7.3, 13,3.25,Thematic,Area Movement,Dice Rolling,Hand Management,Modular Board,Pick-up and Deliver,504,2,5,120,180
Oceans,2020,7.5, 12,2.88,Strategy,Hand Management,Hidden Victory Points,Open Drafting,Take That,Victory Points as a Resource,505,2,4,60,90
Hanabi,2010,7.0, 8,1.69,Family,Communication Limits,Cooperative Game,Hand Management,Memory,Set Collection,506,2,5,25,25
Blood Bowl: Living Rulebook,2004,7.8, 12,3.17,Thematic,Dice Rolling,Grid Movement,Variable Player Powers,,,507,2,2,120,120
Junk Art,2016,7.4, 8,1.22,Family,Bingo,Hand Management,"I Cut, You Choose",Score-and-Reset Game,Stacking and Balancing,508,2,6,30,30
Black Rose Wars,2019,8.0, 14,3.44,Strategy,Action Queue,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,"Deck, Bag, and Pool Building",509,2,4,90,90
Canvas,2021,7.3, 14,1.65,Family,Contracts,Hand Management,Increase Value of Unchosen Resources,Layering,Open Drafting,510,1,5,30,30
The Great Wall,2021,7.9, 13,3.87,Strategy,Area Majority / Influence,Command Cards,Cooperative Game,Income,Investment,511,1,4,120,180
The Witcher: Old World,2023,8.1, 14,2.83,Thematic,Card Play Conflict Resolution,"Deck, Bag, and Pool Building",Dice Rolling,Events,Hand Management,512,1,5,90,150
Friday,2011,7.1, 13,2.16,Strategy,"Deck, Bag, and Pool Building",Hand Management,Push Your Luck,Solo / Solitaire Game,,513,1,1,25,25
1775: Rebellion,2013,7.6, 10,2.31,Wargames,Area Majority / Influence,Area Movement,Campaign / Battle Card Driven,Command Cards,Dice Rolling,514,2,4,60,120
Betrayal Legacy,2018,7.7, 12,2.89,Thematic,Cooperative Game,Dice Rolling,Grid Movement,Legacy Game,Modular Board,515,3,5,45,90
Imperial Struggle,2020,8.3, 14,4.01,Strategy,Area Majority / Influence,Campaign / Battle Card Driven,Events,Open Drafting,Point to Point Movement,516,2,2,120,240
"Labyrinth: The War on Terror, 2001 – ?",2010,7.6, 12,3.65,Strategy,Action Points,Action/Event,Area Majority / Influence,Campaign / Battle Card Driven,Command Cards,517,1,2,180,180
Bohnanza,1997,7.0, 12,1.67,Family,Hand Management,Negotiation,Set Collection,Trading,,518,2,7,45,45
The Guild of Merchant Explorers,2022,7.7, 14,2.04,Family,Bingo,Hexagon Grid,Hidden Victory Points,Line Drawing,Network and Route Building,519,1,4,45,45
Potion Explosion,2015,7.1, 8,1.78,Family,Pattern Recognition,Set Collection,Take That,Variable Set-up,,520,2,4,30,45
Raptor,2015,7.2, 9,2.07,Strategy,Action Points,Action Retrieval,Grid Movement,Hand Management,Modular Board,521,2,2,30,30
Imhotep,2016,7.1, 10,2.02,Family,Area Majority / Influence,End Game Bonuses,Modular Board,Set Collection,Worker Placement,522,2,4,40,40
1846: The Race for the Midwest,2005,7.9, 14,3.97,Strategy,Hexagon Grid,Investment,Market,Network and Route Building,Ownership,523,3,5,120,240
Argent: The Consortium,2015,7.6, 10,3.79,Strategy,Area Majority / Influence,Modular Board,Take That,Variable Player Powers,Worker Placement,524,2,5,60,150
Undaunted: North Africa,2020,7.8, 14,2.28,Thematic,Command Cards,"Deck, Bag, and Pool Building",Dice Rolling,Hexagon Grid,Modular Board,525,2,2,45,60
Railroad Ink: Deep Blue Edition,2018,7.2, 8,1.47,Family,Bingo,Connections,Dice Rolling,Line Drawing,Network and Route Building,526,1,6,20,30
Freedom: The Underground Railroad,2013,7.6, 13,2.9,Strategy,Cooperative Game,Pick-up and Deliver,Point to Point Movement,Push Your Luck,Solo / Solitaire Game,527,1,4,60,120
Blackout: Hong Kong,2018,7.4, 14,3.5,Strategy,Area Majority / Influence,"Deck, Bag, and Pool Building",Dice Rolling,Hand Management,Network and Route Building,528,1,4,75,150
CATAN,1995,7.1, 10,2.3,Family,Chaining,Dice Rolling,Hexagon Grid,Income,Modular Board,529,3,4,60,120
Distilled,2023,8.0, 14,2.96,Strategy,Hand Management,Income,Market,Push Your Luck,Set Collection,530,1,5,30,150
Thurn and Taxis,2006,7.1, 10,2.26,Family,Hand Management,Network and Route Building,Open Drafting,Set Collection,,531,2,4,60,60
Port Royal,2014,7.1, 8,1.62,Family,Contracts,Events,Market,Move Through Deck,Open Drafting,532,2,5,20,50
Akropolis,2022,7.5, 8,1.79,Family,End Game Bonuses,Layering,Open Drafting,Pattern Building,Tile Placement,533,1,4,20,30
Small World Underground,2011,7.2, 8,2.59,Family,Area Majority / Influence,Area Movement,Dice Rolling,King of the Hill,Variable Player Powers,534,2,5,30,90
Star Wars: X-Wing (Second Edition),2018,8.1, 14,3.1,Customizable,Action Queue,Critical Hits and Failures,Dice Rolling,Line of Sight,Movement Template,535,2,2,30,45
High Society,1995,7.1, 10,1.48,Family,Auction: Turn Order Until Pass,Auction/Bidding,Constrained Bidding,Hand Management,,536,3,5,15,30
Escape Plan,2019,7.5, 12,3.67,Strategy,Area Movement,Enclosure,Hexagon Grid,Modular Board,Open Drafting,537,1,5,60,120
Ingenious,2004,7.1, 8,1.91,Abstract,Hand Management,Highest-Lowest Scoring,Pattern Building,Team-Based Game,Tile Placement,538,1,4,30,45
Woodcraft,2022,7.7, 12,3.85,Strategy,Contracts,Dice Rolling,End Game Bonuses,Income,Solo / Solitaire Game,539,1,4,60,120
First Class: All Aboard the Orient Express!,2016,7.4, 14,2.79,Strategy,Open Drafting,Set Collection,Variable Set-up,,,540,2,4,40,80
Alhambra,2003,7.0, 8,2.1,Family,Hand Management,Memory,Open Drafting,Set Collection,Tile Placement,541,2,6,45,60
MicroMacro: Crime City – Full House,2021,7.7, 10,1.21,Family,Cooperative Game,Deduction,Scenario / Mission / Campaign Game,Solo / Solitaire Game,Storytelling,542,1,4,15,45
TZAAR,2007,7.7, 13,2.52,Abstract,Grid Movement,Map Reduction,,,,543,2,2,30,60
The Grizzled,2015,7.1, 14,1.98,Thematic,Communication Limits,Cooperative Game,Hand Management,Move Through Deck,Push Your Luck,544,2,5,30,30
Archipelago,2012,7.3, 14,3.74,Strategy,Area Majority / Influence,Auction/Bidding,Commodity Speculation,Grid Movement,Hexagon Grid,545,2,5,30,240
London,2010,7.3, 13,2.89,Strategy,Hand Management,Open Drafting,,,,546,2,4,90,90
Caper: Europe,2022,7.8, 10,2.11,Family,Area Majority / Influence,Closed Drafting,Set Collection,Tug of War,,547,2,2,25,35
Frostpunk: The Board Game,2022,8.3, 16,4.3,Strategy,Cooperative Game,Cube Tower,Events,Modular Board,Scenario / Mission / Campaign Game,548,1,4,120,150
Fleet: The Dice Game,2018,7.7, 8,2.52,Strategy,Dice Rolling,Paper-and-Pencil,Solo / Solitaire Game,,,549,1,4,30,45
Voidfall,2023,8.7, 15,4.59,Strategy,Area-Impulse,Command Cards,Cooperative Game,Events,Grid Movement,550,1,4,90,240
